document	content	tag
opinion-G16-(Florida Power _ Light Co. v. Electric	172 N. L. R. B. 2173.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Subsequent Board decisions extended § 8 (b) (1) (B) to proscribe union discipline of management representatives both for the manner in which they performed their collective-bargaining and grievance-adjusting functions, and for the manner in which they performed other supervisory functions if those representatives also in fact possessed authority to bargain collectively or to adjust grievances.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	See Detroit Newspaper Printing Pressmen's Union 13, 192 N. L. R. B. 106 (1971);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Meat Cutters Union Local 81, 185 N. L. R. B. 884 (1970), enforced, 147 U. S. App. D. C. 375, 458 F.2d 794 (1972);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Houston Typographical Union 87, 182 N. L. R. B. 592 (1970);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Dallas Mailers Union Local 143 (Dow Jones Co., Inc.), 181 N. L. R. B. 286 (1970), enforced, 144 U. S. App. D. C. 254, 445 F.2d 730 (1971);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Sheet Metal Workers' International *801 Assn., Local Union 49 (General Metal Products, Inc.), 178 N. L. R. B. 139 (1969), enforced, 430 F.2d 1348 (CA10 1970);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	New Mexico District Council of Carpenters & Joiners of America (A. S. Horner, Inc.), 176 N. L. R. B. 797 and 177 N. L. R. B. 500 (1969), both enforced, 454 F.2d 1116 (CA10 1972);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	Toledo Locals Nos. 15-P & 272, Lithographers & Photoengravers International (Toledo Blade Co., Inc.), 175 N. L. R. B. 1072 (1969), enforced, 437 F.2d 55 (CA6 1971). [11]	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	These decisions reflected a further evolution of the Oakland Mailers doctrine.	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	In Oakland Mailers, the union had disciplined its supervisor-members for an alleged misinterpretation or misapplication of the collective-bargaining agreement,	Giving the facts of another case
opinion-G16-(Florida Power _ Light Co. v. Electric	and the Board had reasoned that the natural and foreseeable effect of such discipline was that in interpreting the agreement in the future, the supervisor would be reluctant to take a position adverse to that of the union.	Giving the holding/ruling of a lower court
opinion-G16-(Florida Power _ Light Co. v. Electric	In the subsequent cases, *802 however, the Board held that the same coercive effect was likely to arise from the disciplining of a supervisor whenever he was engaged in management or supervisory activities, even though his collective-bargaining or grievance-adjustment duties were not involved.	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	"Through the course of these decisions, § 8 (b) (1) (B) thus began to evolve in the view of the Board and the courts ""as a general prohibition of a union's disciplining supervisor-members for their conduct in the course of representing the interests of their employers."""	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	"Toledo Locals Nos. 15-P & 272, Lithographers & Photoengravers International, 175 N. L. R. B., at 1080, or for acts ""performed in the course of [their] management duties,"" Meat Cutters Union Local 81 v. NLRB, 147 U. S. App. D. C., at 377, 458 F.2d, at 796 . [12]"	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	In the present cases, the Board has extended that doctrine to hold that § 8 (b) (1) (B) forbids union discipline of supervisors for performance of rank-and-file work on the theory that the performance of such work during a strike is an activity furthering management's interests. [13]	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	*803 We agree with the Court of Appeals that § 8 (b) (1) (B) cannot be so broadly read.	Accepting arguments/reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	Both the language and the legislative history of § 8 (b) (1) (B) reflect a clearly focused congressional concern with the protection of employers in the selection of representatives to engage in two particular and explicitly stated activities, namely collective bargaining and the adjustment of grievances.	Referring to unwritten sources of authority
opinion-G16-(Florida Power _ Light Co. v. Electric	"By its terms, the statute proscribes only union restraint or coercion of an employer ""in the selection of his representatives for the purposes of collective bargaining or the adjustment of grievances,"""	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	and the legislative history makes clear that in enacting the provision Congress was exclusively concerned with union attempts to dictate to employers who would represent them in collective bargaining and grievance adjustment.	Referring to unwritten sources of authority
opinion-G16-(Florida Power _ Light Co. v. Electric	The specific concern of Congress was to prevent unions from trying to force employers into or out of multi-employer bargaining units. [14]	Referring to unwritten sources of authority
opinion-G16-(Florida Power _ Light Co. v. Electric	As Senator Taft, cosponsor of the legislation, explained:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	Under this provision it would be impossible for a union to say to a company, `We will not bargain with you unless you appoint your national employers' association as your agent so that we can bergain nationally.' Under the bill the employer has a right to say, `No, I will not join in national bargaining. Here is my representative, and this is the man you have to deal with.' I believe the provision is a necessary one, and one which will accomplish substantially wise purposes.	Quoting secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	93 Cong. Rec. 3837.	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	*804 That the legislative creation of this unfair labor practice was in no sense intended to cut the broad swath attributed to it by the Board in the present cases is pointed up by the further observation of Senator Taft	Giving the context
opinion-G16-(Florida Power _ Light Co. v. Electric	This unfair labor practice referred to is not perhaps of tremendous importance, but employees cannot say to their employer, `we do not like Mr. X, we will not meet Mr. X. You have to send us Mr. Y.' That has been done. It would prevent their saying to the employer, `You have to fire Foreman Jones. We do not like Foreman Jones, and therefore you will have to fire him, or we will not go to work.' 	Quoting secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	93 Cong. Rec. 3837. [15]	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	Nowhere in the legislative history is there to be found any implication that Congress sought to extend protection to the employer from union restraint or coercion when engaged in any activity other than the selection of its representatives for the purposes of collective bargaining and grievance adjustment.	Giving the context
opinion-G16-(Florida Power _ Light Co. v. Electric	The conclusion is thus inescapable that a union's discipline of one of its members who is a supervisory employee can constitute a violation of § 8 (b) (1) (B) only when that discipline may *805 adversely affect the supervisor's conduct in performing the duties of, and acting in his capacity as, grievance adjuster or collective bargainer on behalf of the employer.	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	We may assume without deciding that the Board's Oakland Mailers decision fell within the outer limits of this test, but its decisions in the present cases clearly do not.	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	For it is certain that these supervisors were not engaged in collective bargaining or grievance adjustment, or in any activities related thereto, when they crossed union picket lines during an economic strike to engage in rank-and-file struck work. [16]	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	It is strenuously asserted, however, that to permit a union to discipline supervisor-members for performing *806 rank-and-file work during an economic strike will deprive the employer of the full loyalty of those supervisors.	Recalling an argument from the petitioner
opinion-G16-(Florida Power _ Light Co. v. Electric	"Indeed, it is precisely that concern that is reflected in these and other recent decisions of the Board holding that the statutory language ""restrain or coerce . . . an employer in the selection of his representatives for the purposes of collective bargaining or the adjustment of grievances"" is not confined to situations in which the union's object is to force a change in the identity of the employer's representatives, but may properly be read to encompass any situation in which the union's actions are likely to deprive the employer of the undivided loyalty of his supervisory employees."	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Florida Power _ Light Co. v. Electric	As the Board stated in Wisconsin Electric:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	"During the strike of the Union, the Employer clearly considered its supervisors among those it could depend on during this period. The Union's fining of the supervisors who were acting in the Employer's interest in performing the struck work severely jeopardized the relationship between the Employer and its supervisors. Thus, the fines, if found to be lawful, would now permit the Union to drive a wedge between a supervisor and the Employer, thus interfering with the performance of the duties the Employer had a right to expect the supervisor to perform. The Employer could no longer count on the complete and undivided loyalty of those it had selected to act as its collective-bargaining agents or to act for it in adjusting grievances. Moreover, such fines clearly interfere with the Employer's control over its own representatives. ""The purpose of Section 8 (b) (1) (B) is to assure to the employer that its selected collective-bargaining representatives will be completely faithful to its desires. This cannot be achieved if the union has an *807 effective method, union disciplinary action, by which it can pressure such representatives to deviate from the interests of the employer."	Quoting primary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	192 N. L. R. B., at 78.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	"The Board in the present cases echoes this view in arguing that ""where a supervisor is disciplined by the union for performing other supervisory or management functions, the likely effect of such discipline is to make him subservient to the union's wishes when he performs those functions in the future."	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Florida Power _ Light Co. v. Electric	"Thus, even if the effect of this discipline did not carry over to the performance of the supervisor's grievance adjustment or collective bargaining functions, the result would be to deprive the employer of the full allegiance of, and control over, a representative he has selected for grievance adjustment or collective bargaining purposes."""	Recalling an argument from the petitioner
opinion-G16-(Florida Power _ Light Co. v. Electric	Brief for Petitioner in No. 73-795, p. 34.	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	The concern expressed in this argument is a very real one,	Recalling an argument from the petitioner
opinion-G16-(Florida Power _ Light Co. v. Electric	but the problem is one that Congress addressed, not through § 8 (b) (1) (B), but through a completely different legislative route.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Florida Power _ Light Co. v. Electric	"Specifically, Congress in 1947 amended the definition of ""employee"" in § 2 (3), 29 U.S. C. § 152 (3), to exclude those denominated supervisors under § 2 (11), 29 U.S. C. § 152 (11), thereby excluding them from the coverage of the Act. [17]"	Giving the context
opinion-G16-(Florida Power _ Light Co. v. Electric	See *808 NLRB v. Bell Aerospace Co., 416 U.S. 267 (1974).	Citing a SCOTUS decision
opinion-G16-(Florida Power _ Light Co. v. Electric	Further, Congress enacted § 14 (a), 29 U.S. C. § 164 (a), explicitly providing:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	Nothing herein shall prohibit any individual employed as a supervisor from becoming or remaining a member of a labor organization, but no employer subject to this subchapter shall be compelled to deem individuals defined herein as supervisors as employees for the purpose of any law, either national or local, relating to collective bargaining.	Quoting primary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	Thus, while supervisors are permitted to become union members, Congress sought to assure the employer of the loyalty of his supervisors by reserving in him the right to refuse to hire union members as supervisors	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Florida Power _ Light Co. v. Electric	see Carpenters District Council v. NLRB, 107 U. S. App. D. C. 55, 274 F.2d 564 (1959);	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	A. H. Bull S. S. Co. v. National Marine Engineers' Beneficial Assn., 250 F.2d 332 (CA2 1957),	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	see also Oil City Brass Works v. NLRB, 357 F.2d 466 (CA5 1966);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	NLRB v. Fullerton Publishing Co., 283 F.2d 545 (CA9 1960);	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	NLRB v. Griggs Equipment, Inc., 307 F.2d 275 (CA5 1962);	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	NLRB v. Edward G. Budd Mfg. Co., 169 F.2d 571 (CA6 1948),	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	and the right to refuse to engage in collective bargaining with them,	Describing primary sources (other than SCOTUS decisions)
opinion-G16-(Florida Power _ Light Co. v. Electric	"The legislative history of §§ 2 (3) and 14 (a) of the Act clearly indicates that those provisions were enacted in response to the decision in Packard Motor Car Co. v. NLRB, 330 U.S. 485 (1947), in which this Court upheld the Board's finding that the statutory definition of ""employee"" included foremen, and that they were therefore entitled to the coverage of the Act in the absence of a decision by Congress to exclude them. [19"	Giving the context
opinion-G16-(Florida Power _ Light Co. v. Electric	In recommending passage of this legislation, the Senate Report noted:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	It is natural to expect that unless this Congress *810 takes action, management will be deprived of the undivided loyalty of its foremen. There is an inherent tendency to subordinate their interests wherever they conflict with those of the rank and file.	Quoting secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	Senate Report 5. (Emphasis supplied.)	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	A similar concern with this conflict-of-loyalties problem was reflected in the House Report:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	"The evidence before the committee shows clearly that unionizing supervisors under the Labor Act is inconsistent with . . . our policy to protect the rights of employers; they, as well as workers, are entitled to loyal representatives in the plants, but when the foremen unionize, even in a union that claims to be `independent' of the union of the rank and file, they are subject to influence and control by the rank and file union, and, instead of their bossing the rank and file, the rank and file bosses them. ..... ""The bill does not forbid anyone to organize. It does not forbid any employer to recognize a union of foremen. Employers who, in the past, have bargained collectively with supervisors may continue to do so. What the bill does is to say what the law always has said until the Labor Board, in the exercise of what it modestly calls its `expertness', changed the law: That no one, whether employer or employee, need have as his agent one who is obligated to those on the other side, or one whom, for any reason, *811 he does not trust."	Quoting secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	House Report 14-17. [20] (Emphasis supplied.)	Citing secondary sources
opinion-G16-(Florida Power _ Light Co. v. Electric	It is clear that the conflict-of-loyalties problem that the Board has sought to reach under § 8 (b) (1) (B) was intended by Congress to be dealt with in a very different manner. [21	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	As we concluded in Beasley v. Food Fair of North Carolina, Inc., 416 U. S., at 661-662:	Announcing function
opinion-G16-(Florida Power _ Light Co. v. Electric	This history compels the conclusion that Congress' dominant purpose in amending §§ 2 (3) and 2 (11), and enacting § 14 (a) was to redress a perceived imbalance in labor-management relationships that was found to arise from putting supervisors in the position of serving two masters with opposed interests.	Quoting a SCOTUS decision
opinion-G16-(Florida Power _ Light Co. v. Electric	"While we recognize that the legislative accommodation adopted in 1947 is fraught with difficulties of its own, ""[i]t is not necessary for us to justify the policy of Congress. It is enough that we find it in the statute."""	Determining jurisdiction
opinion-G16-(Florida Power _ Light Co. v. Electric	Colgate-Palmolive *812 Peet Co. v. NLRB, 338 U.S. 355 , 363 (1949). [22]	Citing a SCOTUS decision
opinion-G16-(Florida Power _ Light Co. v. Electric	Congress' solution was essentially one of providing the employer with an option.	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	On the one hand, he is at liberty to demand absolute loyalty from his supervisory personnel by insisting, on pain of discharge, that they neither participate in, nor retain membership in, a labor union, see Beasley v. Food Fair of North Carolina, Inc., *813 supra.	Recalling a SCOTUS decision
opinion-G16-(Florida Power _ Light Co. v. Electric	But it is quite apparent, given the statutory language and the particular concerns that the legislative history shows were what motivated Congress to enact § 8 (b) (1) (B), that it did not intend to make that provision any part of the solution to the generalized problem of supervisor-member conflict of loyalties.	Stating the Court's reasoning
opinion-G16-(Florida Power _ Light Co. v. Electric	For these reasons, we hold that the respondent unions did not violate § 8 (b) (1) (B) of the Act when they disciplined their supervisor-members for performing rank-and-file struck work.	Giving the holding/ruling of the Court
opinion-G16-(Florida Power _ Light Co. v. Electric	Accordingly, the judgment is Affirmed.	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	MR. JUSTICE REHNQUIST delivered the opinion of the Court.	Announcing function
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellant was convicted in Georgia of the crime of distributing obscene material.	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"His conviction, in March 1972, was for showing the film ""Carnal Knowledge"" in a movie theater in Albany, Georgia."	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	The jury that found appellant guilty was instructed on obscenity pursuant to the Georgia statute, which defines obscene material in language similar to that of the definition of obscenity set forth in this Court's plurality opinion in Memoirs v. Massachusetts, 383 U.S. 413 , 418 (1966):	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Material is obscene if considered as a whole, applying community standards, its predominant appeal is to prurient interest, that is, a shameful or morbid *155 interest in nudity, sex or excretion, and utterly without redeeming social value and if, in addition, it goes substantially beyond customary limits of candor in describing or representing such matters."" Ga. Code Ann. § 26-2101 (b) (1972). [1]	Quoting primary sources
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Ga. Code Ann. § 26-2101 (b) (1972). [1]	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We hold today in Hamling v. United States, ante, p. 87, that defendants convicted prior to the announcement of our Miller decisions but whose convictions were on direct appeal at that time should receive any benefit available to them from those decisions.	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We conclude here that the film ""Carnal Knowledge"" is not obscene under the constitutional standards announced in Miller v. California, 413 U.S. 15 (1973), and that the First and Fourteenth Amendments therefore require that the judgment of the Supreme Court of Georgia affirming appellant's conviction be reversed.	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellant was the manager of the theater in which ""Carnal Knowledge"" was being shown.	Describing the adjudicated facts
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	While he was exhibiting the film on January 13, 1972, local law enforcement officers seized it pursuant to a search warrant.	Describing procedural events
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellant was later charged by accusation, Ga. Code Ann. § 27-704 (1972), with the offense of distributing obscene material. [2]	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	After his trial in the Superior Court of Dougherty *156 County, the jury, having seen the film and heard testimony, returned a general verdict of guilty on March 23, 1972. [3]	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellant was fined $750 and sentenced to 12 months' probation.	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	He appealed to the Supreme Court of Georgia, which by a divided vote affirmed the judgment of conviction on July 2, 1973.	Describing procedural events
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	That court stated that the definition of obscenity contained in the Georgia statute was ""considerably more restrictive"" than the new test set forth in the recent case of Miller v. California, supra , and that the First Amendment does not protect the commercial exhibition of ""hard core"" pornography.	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	The dissenting Justices, in addition to other disagreements with the court, thought that ""Carnal Knowledge"" was entitled to the protection of the First and Fourteenth Amendments.	Presenting an argument from the dissenters
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellant then appealed *157 to this Court	Describing procedural events
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	and we noted probable jurisdiction, 414 U.S. 1090 (1973).	Determining jurisdiction
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We agree with the Supreme Court of Georgia's implicit ruling that the Constitution does not require that juries be instructed in state obscenity cases to apply the standards of a hypothetical statewide community.	Accepting arguments/reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Miller approved the use of such instructions;	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	it did not mandate their use.	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	What Miller makes clear is that state juries need not be instructed to apply ""national standards."	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"We also agree with the Supreme Court of Georgia's implicit approval of the trial court's instructions directing jurors to apply ""community standards"" without specifying what ""community."""	Accepting arguments/reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Miller held that it was constitutionally permissible to permit juries to rely on the understanding of the community from which they came as to contemporary community standards, and the States have considerable latitude in framing statutes under this element of the Miller decision.	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"A State may choose to define an obscenity offense in terms of ""contemporary community standards"" as defined in Miller without further specification, as was done here, or it may choose to define the standards in more precise geographic terms, as was done by California in Miller."	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We now turn to the question of whether appellant's exhibition of the film was protected by the First and Fourteenth Amendments, a question which appellee asserts is not properly before us because appellant did not raise it on his state appeal.	Stating the issue(s) to be decided
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	But whether or not appellant argued this constitutional issue below, it is clear that the Supreme Court of Georgia reached and decided it.	Giving the holding/ruling of a lower court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	That is sufficient under our practice.	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Raley v. Ohio, 360 U.S. 423 , 436 (1959).	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We also note that the trial court instructed the jury on charges other than the distribution charge. [4]	Describing procedural events
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	However, the jury returned a general verdict *158 and appellee does not suggest that appellant's conviction can be sustained on these alternative grounds.	Describing procedural events
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Cf. Stromberg v. California, 283 U.S. 359 , 367-368 (1931).	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"There is little to be found in the record about the film ""Carnal Knowledge"" other than the film itself. [5]"	Describing the adjudicated facts
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	However, appellant has supplied a variety of information and critical commentary, the authenticity of which appellee does not dispute.	Describing the adjudicated facts
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"The film appeared on many ""Ten Best"" lists for 1971, the year in which it was released."	Describing the adjudicated facts
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Many but not all of the reviews were favorable.	Describing the adjudicated facts
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We believe that the following passage from a review which appeared in the Saturday Review is a reasonably accurate description of the film:	Describing secondary sources
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"[It is basically a story] of two young college men, roommates and lifelong friends forever preoccupied with their sex lives. Both are first met as virgins. Nicholson is the more knowledgeable and attractive of the two; speaking colloquially, he is a burgeoning bastard. Art Garfunkel is his friend, the nice but troubled guy straight out of those early Feiffer cartoons, but real. He falls in love with the lovely Susan (Candice Bergen) and unknowingly shares her with his college buddy. As the `safer' one of the two, he is selected by Susan for marriage. ""The time changes. Both men are in their thirties, pursuing successful careers in New York. Nicholson has been running through an average of a dozen women a year but has never managed to meet the right one, the one with the full bosom, the good legs, *159 the properly rounded bottom. More than that, each and every one is a threat to his malehood and peace of mind, until at last, in a bar, he finds Ann-Margret, an aging bachelor girl with striking cleavage and, quite obviously, something of a past. `Why don't we shack up?' she suggests. They do and a horrendous relationship ensues, complicated mainly by her paranoidal desire to marry. Meanwhile, what of Garfunkel? The sparks have gone out of his marriage, the sex has lost its savor, and Garfunkel tries once more. And later, even more foolishly, again."" [6]	Quoting secondary sources
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Appellee contends essentially that under Miller the obscenity vel non of the film ""Carnal Knowledge"" was a question for the jury, and that the jury having resolved the question against appellant, and there being some evidence to support its findings, the judgment of conviction should be affirmed.	Recalling an argument from the respondent
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We turn to the language of Miller to evaluate appellee's contention.	Announcing function
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Miller states that the questions of what appeals to the ""prurient interest"" and what is ""patently offensive"" under the obscenity test which it formulates are ""essentially questions of fact."	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	413 U.S., at 30 .	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	When triers of fact are asked to decide whether `the average person, applying contemporary community standards' would consider certain materials `prurient' it would be unrealistic to require that the answer be based on some abstract formulation. . . . To require a State to structure obscenity proceedings around evidence of a national `community standard' would be an exercise in futility.	Quoting a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Ibid.	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We held in Paris Adult Theatre I v. Slaton, 413 U.S. 49 (1973), decided on the same day, that expert testimony *160 as to obscenity is not necessary when the films at issue are themselves placed in evidence.	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Id., at 56.	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	But all of this does not lead us to agree with the Supreme Court of Georgia's apparent conclusion that the jury's verdict against appellant virtually precluded all further appellate review of appellant's assertion that his exhibition of the film was protected by the First and Fourteenth Amendments.	Rejecting arguments/a reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Even though questions of appeal to the ""prurient interest"" or of patent offensiveness are ""essentially questions of fact,"" it would be a serious misreading of Miller to conclude that juries have unbridled discretion in determining what is ""patently offensive."""	Rejecting arguments/a reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Not only did we there say that ""the First Amendment values applicable to the States through the Fourteenth Amendment are adequately protected by the ultimate power of appellate courts to conduct an independent review of constitutional claims when necessary,"" 413 U.S., at 25, but we made it plain that under that holding ""no one will be subject to prosecution for the sale or exposure of obscene materials unless these materials depict or describe patently offensive `hard core' sexual conduct . . . ."""	Rejecting arguments/a reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Id., at 27.	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"We also took pains in Miller to ""give a few plain examples of what a state statute could define for regulation under part (b) of the standard announced,"" that is, the requirement of patent offensiveness."	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Id., at 25.	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"These examples included ""representations or descriptions of ultimate sexual acts, normal or perverted, actual or simulated,"" and ""representations or descriptions of masturbation, excretory functions, and lewd exhibition of the genitals."""	Recalling a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Ibid	Citing a SCOTUS decision
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	While this did not purport to be an exhaustive catalog of what juries might find patently offensive, it was certainly intended to fix substantive constitutional limitations, deriving from the First Amendment, on the type of material subject to such a *161 determination.	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	It would be wholly at odds with this aspect of Miller to uphold an obscenity conviction based upon a defendant's depiction of a woman with a bare midriff, even though a properly charged jury unanimously agreed on a verdict of guilty.	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Our own viewing of the film satisfies us that ""Carnal Knowledge"" could not be found under the Miller standards to depict sexual conduct in a patently offensive way."	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Nothing in the movie falls within either of the two examples given in Miller of material which may constitutionally be found to meet the ""patently offensive"" element of those standards, nor is there anything sufficiently similar to such material to justify similar treatment."	Stating the Court's reasoning
