document,content,tag
opinion-G16-(United States v. Mississippi Chemical,"It is perhaps debatable whether these attributes should properly be valued at $100 per share, but we are not called upon merely to resolve a question of valuation.",Determining jurisdiction
opinion-G16-(United States v. Mississippi Chemical,"Rather, we must decide whether it is artificial to characterize these unique expenditures as payments for a capital asset.",Stating the issue(s) to be decided
opinion-G16-(United States v. Mississippi Chemical,We find that it is not.,Giving the holding/ruling of the Court
opinion-G16-(United States v. Mississippi Chemical,The taxpayers and the Government each allege that the other is looking at form rather than substance.,Stating the Court's reasoning
opinion-G16-(United States v. Mississippi Chemical,"At some point, however, the form in which a transaction is cast must have considerable impact.",Stating the Court's reasoning
opinion-G16-(United States v. Mississippi Chemical,"Guterman, Substance v. Form in the Taxation of Personal and Business Transactions, N. Y. U. 20th Inst. on Fed. Tax. 951 (1962).",Citing primary sources (other than SCOTUS decisions)
opinion-G16-(United States v. Mississippi Chemical,*312 Congress chose to make the taxpayers buy stock;,Referring to unwritten sources of authority
opinion-G16-(United States v. Mississippi Chemical,Congress determined that the stock was worth $100 a share;,Referring to unwritten sources of authority
opinion-G16-(United States v. Mississippi Chemical,and this stock was endowed with a long-term value.,Referring to unwritten sources of authority
opinion-G16-(United States v. Mississippi Chemical,"While Congress might have been able to achieve the same ends through additional interest payments, it chose the form of stock purchases.",Referring to unwritten sources of authority
opinion-G16-(United States v. Mississippi Chemical,This form assures long-term commitment and has bearing on the tax consequences of the purchases.,Stating the Court's reasoning
opinion-G16-(United States v. Mississippi Chemical,"Accordingly, the decision of the Court of Appeals is reversed and the case is remanded with direction that judgment be entered for the United States.",Giving the holding/ruling of the Court
opinion-G16-(United States v. Mississippi Chemical,It is so ordered.,Giving the holding/ruling of the Court
Baldwin_v_Reese_retagged,*29 JUSTICE BREYER delivered the opinion of the Court.,Announcing function
Baldwin_v_Reese_retagged,"Before seeking a federal writ of habeas corpus, a state prisoner must exhaust available state remedies, 28 U. S. C. § 2254(b)(1), thereby giving the State the ""`""opportunity to pass upon and correct"" alleged violations of its prisoners' federal rights.'""",Recalling a SCOTUS decision
Baldwin_v_Reese_retagged,"Duncan v. Henry, 513 U. S. 364 , 365 (1995) (per curiam) (quoting Picard v. Connor, 404 U. S. 270 , 275 (1971)).",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"To provide the State with the necessary ""opportunity,"" the prisoner must ""fairly present"" his claim in each appropriate state court (including a state supreme court with powers of discretionary review), thereby alerting that court to the federal nature of the claim.",Recalling a SCOTUS decision
Baldwin_v_Reese_retagged,"Duncan, supra, at 365-366; O'Sullivan v. Boerckel, 526 U. S. 838 , 845 (1999).",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"This case focuses upon the requirement of ""fair presentation.""",Stating the issue(s) to be decided
Baldwin_v_Reese_retagged,"Michael Reese, the respondent, appealed his state-court kidnaping and attempted sodomy convictions and sentences through Oregon's state court system.",Describing procedural events
Baldwin_v_Reese_retagged,He then brought collateral relief proceedings in the state courts (where he was represented by appointed counsel).,Describing procedural events
Baldwin_v_Reese_retagged,"After the lower courts denied him collateral relief, Reese filed a petition for discretionary review in the Oregon Supreme Court.",Describing procedural events
Baldwin_v_Reese_retagged,The petition made several different legal claims.,Announcing function
Baldwin_v_Reese_retagged,"In relevant part, the petition asserted that Reese had received ""ineffective assistance of both trial court and appellate court counsel.""",Describing the legal arguments made in the present case
Baldwin_v_Reese_retagged,App. 47.,Describing secondary sources
Baldwin_v_Reese_retagged,"The petition added that ""his imprisonment *30 is in violation of [Oregon state law].""",Describing the legal arguments made in the present case
Baldwin_v_Reese_retagged,"Id., at 48.",Citing secondary sources
Baldwin_v_Reese_retagged,It said that his trial counsel's conduct violated several provisions of the Federal Constitution.,Describing the legal arguments made in the present case
Baldwin_v_Reese_retagged,Ibid.,Citing secondary sources
Baldwin_v_Reese_retagged,"But it did not say that his separate appellate ""ineffective assistance"" claim violated federal law.",Describing the legal arguments made in the present case
Baldwin_v_Reese_retagged,The Oregon Supreme Court denied review.,Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,"Reese ultimately sought a federal writ of habeas corpus, raising, among other claims, a federal constitutional claim that his appellate counsel did not effectively represent him during one of his direct state-court appeals.",Describing procedural events
Baldwin_v_Reese_retagged,"The Federal District Court held that Reese had not ""fairly presented"" his federal ""ineffective assistance of appellate counsel"" claim to the higher state courts because his brief in the state appeals court had not indicated that he was complaining about a violation of federal law.",Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,A divided panel of the Ninth Circuit reversed the District Court.,Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,282 F. 3d 1184 (2002).,Citing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"Although the majority apparently believed that Reese's petition itself did not alert the Oregon Supreme Court to the federal nature of the appellate ""ineffective assistance"" claim, it did not find that fact determinative.",Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,"Id., at 1193-1194.",Citing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"Rather, it found that Reese had satisfied the ""fair presentation"" requirement because the justices of the Oregon Supreme Court had had ""the opportunity to read . . . the lower [Oregon] court decision claimed to be in error before deciding whether to grant discretionary review.""",Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,"Id., at 1194 (emphasis added).",Citing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"Had they read the opinion of the lower state trial court, the majority added, the justices would have, or should have, realized that Reese's claim rested upon federal law.",Giving the holding/ruling of a lower court
Baldwin_v_Reese_retagged,Ibid.,Citing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"We granted certiorari to determine whether the Ninth Circuit has correctly interpreted the ""fair presentation"" requirement.",Granting certiorari
Baldwin_v_Reese_retagged,We begin by assuming that Reese's petition by itself did not properly alert the Oregon Supreme Court to the federal nature of Reese's claim.,Stating the Court's reasoning
Baldwin_v_Reese_retagged,"On that assumption, Reese failed *31 to meet the ""fair presentation"" standard, and the Ninth Circuit was wrong to hold the contrary.",Rejecting arguments/a reasoning
Baldwin_v_Reese_retagged,"We recognize that the justices of the Oregon Supreme Court did have an ""opportunity"" to read the lower court opinions in Reese's case.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,That opportunity means that the judges could have read them.,Stating the Court's reasoning
Baldwin_v_Reese_retagged,"But to say that a petitioner ""fairly presents"" a federal claim when an appellate judge can discover that claim only by reading lower court opinions in the case is to say that those judges must read the lower court opinions  for otherwise they would forfeit the State's opportunity to decide that federal claim in the first instance.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,"In our view, federal habeas corpus law does not impose such a requirement.",Rejecting arguments/a reasoning
Baldwin_v_Reese_retagged,"For one thing, the requirement would force state appellate judges to alter their ordinary review practices.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,"Appellate judges, of course, will often read lower court opinions, but they do not necessarily do so in every case.",Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,Sometimes an appellate court can decide a legal question on the basis of the briefs alone.,Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,"That is particularly so where the question at issue is whether to exercise a discretionary power of review, i. e., whether to review the merits of a lower court decision.",Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,"In such instances, the nature of the issue may matter more than does the legal validity of the lower court decision.",Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,And the nature of the issue alone may lead the court to decide not to hear the case.,Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,"Indeed, the Oregon Supreme Court is a court with a discretionary power of review.",Describing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"And Oregon Rule of Appellate Procedure 9.05(7) (2003) instructs litigants seeking discretionary review to identify clearly in the petition itself the legal questions presented, why those questions have special importance, a short statement of relevant facts, and the reasons for reversal, ""including appropriate authorities.""",Describing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"For another thing, the opinion-reading requirement would impose a serious burden upon judges of state appellate courts, particularly those with discretionary review powers.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,"Those courts have heavy workloads, which would be significantly *32 increased if their judges had to read through lower court opinions or briefs in every instance.",Describing secondary sources
Baldwin_v_Reese_retagged,"See National Center for State Courts, State Court Caseload Statistics 2002, pp. 106-110 (Table 2)",Citing secondary sources
Baldwin_v_Reese_retagged,"Finally, we do not find such a requirement necessary to avoid imposing unreasonable procedural burdens upon state prisoners who may eventually seek habeas corpus.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,"A litigant wishing to raise a federal issue can easily indicate the federal law basis for his claim in a state-court petition or brief, for example, by citing in conjunction with the claim the federal source of law on which he relies or a case deciding such a claim on federal grounds, or by simply labeling the claim ""federal.""",Referring to unwritten sources of authority
Baldwin_v_Reese_retagged,"For these reasons, we believe that the requirement imposed by the Ninth Circuit would unjustifiably undercut the considerations of federal-state comity that the exhaustion requirement seeks to promote.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,"We consequently hold that ordinarily a state prisoner does not ""fairly present"" a claim to a state court if that court must read beyond a petition or a brief (or a similar document) that does not alert it to the presence of a federal claim in order to find material, such as a lower court opinion in the case, that does so.",Giving the holding/ruling of the Court
Baldwin_v_Reese_retagged,"Reese argues in the alternative that it is wrong to assume that his petition by itself failed to alert the Oregon Supreme Court to the federal nature of his ""ineffective assistance of appellate counsel"" claim.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,We do not agree.,Rejecting arguments/a reasoning
Baldwin_v_Reese_retagged,"Reese must concede that his petition does not explicitly say that the words ""ineffective assistance of appellate counsel"" refer to a federal claim.",Stating the Court's reasoning
Baldwin_v_Reese_retagged,The petition refers to provisions of the Federal Constitution in respect to other claims but not in respect to this one.,Recalling a secondary source
Baldwin_v_Reese_retagged,The petition provides no citation of any case that might have alerted the court to the alleged federal nature of the claim.,Recalling a secondary source
Baldwin_v_Reese_retagged,And the petition does not even contain a factual description supporting the claim.,Recalling a secondary source
Baldwin_v_Reese_retagged,"Cf. Gray v. Netherland, 518 U. S. 152 , 163 (1996);",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"Duncan, 513 U. S., at 366 .",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"Reese asserts that the petition nonetheless ""fairly presents"" a federal ""ineffective assistance of appellate counsel"" claim for two reasons.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,"First, he says that the word ""ineffective"" is a term of art in Oregon that refers only to federal-law claims and not to similar state-law claims, which, he adds, in Oregon are solely referred to as ""inadequate assistance"" claims.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,"And thus the Oregon Supreme Court should have known, from his use of the word ""ineffective,"" that his claim was federal.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,"Reese, however, has not demonstrated that Oregon law uses the words ""ineffective assistance"" in the manner he suggests, that is, as referring only to a federal-law claim.",Rejecting arguments/a reasoning
Baldwin_v_Reese_retagged,"See, e. g., Lichau v. Baldwin, 166 Ore. App. 411, 415, 417, 999 P. 2d 1207 , 1210, 1211 (2000)",Describing primary sources (other than SCOTUS decisions)
Baldwin_v_Reese_retagged,"(using ""ineffective assistance"" to refer to violations of the Oregon Constitution)",Describing secondary sources
Baldwin_v_Reese_retagged,"ev'd in part, 333 Ore. 350 , 39 P. 3d 851 (2002).",Citing secondary sources
Baldwin_v_Reese_retagged,"Indeed, Reese's own petition uses both phrases  ""ineffective assistance"" and ""inadequate assistance""  at different points to refer to what is apparently a single claim.",Describing secondary sources
Baldwin_v_Reese_retagged,"Second, Reese says that in Oregon the standards for adjudicating state and federal ""inadequate/ineffective appellate assistance"" claims are identical.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,"He adds that, where that identity exists, a petitioner need not indicate a claim's federal nature, because, by raising a state-law claim, he would necessarily ""fairly present"" the corresponding federal claim.",Recalling an argument from the respondent
Baldwin_v_Reese_retagged,"*34 However, the Ninth Circuit did not address this argument,",Recalling a fact or procedural event
Baldwin_v_Reese_retagged,and our reading of the briefs filed in the Ninth Circuit leads us to conclude that Reese did not there seek consideration of the argument in that court.,Rejecting arguments/a reasoning
Baldwin_v_Reese_retagged,"Indeed, the argument first made its appearance in this Court in Reese's brief on the merits.",Recalling a fact or procedural event
Baldwin_v_Reese_retagged,"Under this Court's Rule 15.2, ""a nonjurisdictional argument not raised in a respondent's brief in opposition to a petition for a writ of certiorari may be deemed waived.""",Recalling a SCOTUS decision
Baldwin_v_Reese_retagged,"Caterpillar Inc. v. Lewis, 519 U. S. 61 , 75, n. 13 (1996) (internal quotation marks omitted).",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,This argument falls squarely within the rule.,Stating the Court's reasoning
Baldwin_v_Reese_retagged,The complex nature of Reese's claim and its broad implications suggest that its consideration by the lower courts would help in its resolution.,Stating the Court's reasoning
Baldwin_v_Reese_retagged,"Hence, without expressing any view on the merits of the issue, we exercise our Rule 15.2 discretion and deem the argument waived in this Court.",Giving the holding/ruling of the Court
Baldwin_v_Reese_retagged,"See, e. g., Roberts v. Galen of Va., Inc., 525 U. S. 249 , 253-254 (1999) (per curiam);",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"South Central Bell Telephone Co. v. Alabama, 526 U. S. 160 , 171 (1999);",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"cf. Sprietsma v. Mercury Marine, 537 U. S. 51 , 56, n. 4 (2002).",Citing a SCOTUS decision
Baldwin_v_Reese_retagged,"For these reasons, the judgment of the Ninth Circuit is Reversed.",Giving the holding/ruling of the Court
California v. Greenwood_retagged,*37 JUSTICE WHITE delivered the opinion of the Court.,Announcing function
California v. Greenwood_retagged,The issue here is whether the Fourth Amendment prohibits the warrantless search and seizure of garbage left for collection outside the curtilage of a home.,Stating the issue(s) to be decided
California v. Greenwood_retagged,"We conclude, in accordance with the vast majority of lower courts that have addressed the issue, that it does not.",Giving the holding/ruling of the Court
California v. Greenwood_retagged,"In early 1984, Investigator Jenny Stracner of the Laguna Beach Police Department received information indicating that respondent Greenwood might be engaged in narcotics trafficking.",Describing the adjudicated facts
California v. Greenwood_retagged,Stracner learned that a criminal suspect had informed a federal drug enforcement agent in February 1984 that a truck filled with illegal drugs was en route to the Laguna Beach address at which Greenwood resided.,Describing the adjudicated facts
California v. Greenwood_retagged,"In addition, a neighbor complained of heavy vehicular traffic late at night in front of Greenwood's single-family home.",Describing the adjudicated facts
California v. Greenwood_retagged,The neighbor reported that the vehicles remained at Greenwood's house for only a few minutes.,Describing the adjudicated facts
California v. Greenwood_retagged,Stracner sought to investigate this information by conducting a surveillance of Greenwood's home.,Describing the adjudicated facts
California v. Greenwood_retagged,"She observed several vehicles make brief stops at the house during the late-night and early morning hours, and she followed a truck from the house to a residence that had previously been under investigation as a narcotics-trafficking location.",Describing the adjudicated facts
California v. Greenwood_retagged,"On April 6, 1984, Stracner asked the neighborhood's regular trash collector to pick up the plastic garbage bags that Greenwood had left on the curb in front of his house and to turn the bags over to her without mixing their contents with garbage from other houses.",Describing the adjudicated facts
California v. Greenwood_retagged,"The trash collector cleaned his truck bin of other refuse, collected the garbage bags from the street in front of Greenwood's house, and turned the bags over to Stracner.",Describing the adjudicated facts
California v. Greenwood_retagged,The officer searched through the rubbish *38 and found items indicative of narcotics use.,Describing the adjudicated facts
California v. Greenwood_retagged,She recited the information that she had gleaned from the trash search in an affidavit in support of a warrant to search Greenwood's home.,Describing procedural events
California v. Greenwood_retagged,Police officers encountered both respondents at the house later that day when they arrived to execute the warrant.,Describing the adjudicated facts
California v. Greenwood_retagged,The police discovered quantities of cocaine and hashish during their search of the house.,Describing the adjudicated facts
California v. Greenwood_retagged,Respondents were arrested on felony narcotics charges.,Describing procedural events
California v. Greenwood_retagged,They subsequently posted bail.,Describing procedural events
California v. Greenwood_retagged,The police continued to receive reports of many late-night visitors to the Greenwood house.,Describing the adjudicated facts
California v. Greenwood_retagged,"On May 4, Investigator Robert Rahaeuser obtained Greenwood's garbage from the regular trash collector in the same manner as had Stracner.",Describing the adjudicated facts
California v. Greenwood_retagged,The garbage again contained evidence of narcotics use.,Describing the adjudicated facts
California v. Greenwood_retagged,Rahaeuser secured another search warrant for Greenwood's home based on the information from the second trash search.,Describing procedural events
California v. Greenwood_retagged,The police found more narcotics and evidence of narcotics trafficking when they executed the warrant.,Describing the adjudicated facts
California v. Greenwood_retagged,Greenwood was again arrested.,Describing procedural events
California v. Greenwood_retagged,"The Superior Court dismissed the charges against respondents on the authority of People v. Krivda, 5 Cal. 3d 357 , 486 P.2d 1262 (1971), which held that warrantless trash searches violate the Fourth Amendment and the California Constitution.",Giving the holding/ruling of a lower court
California v. Greenwood_retagged,The court found that the police would not have had probable cause to search the Greenwood home without the evidence obtained from the trash searches.,Giving the holding/ruling of a lower court
California v. Greenwood_retagged,The Court of Appeal affirmed.,Giving the holding/ruling of a lower court
California v. Greenwood_retagged,"182 Cal. App. 3d 729, 227 Cal. Rptr. 539 (1986).",Citing secondary sources
California v. Greenwood_retagged,"The court noted at the outset that the fruits of warrantless trash searches could no longer be suppressed if Krivda were based only on the California Constitution, because since 1982 the State has barred the suppression of evidence seized in violation of California law but not federal law.",Describing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"See Cal. Const., Art. I, § 28(d);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"In re Lance W., 37 Cal. 3d 873 , 694 P.2d 744 (1985).",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"But Krivda, a decision binding on the Court of Appeal, also held that the fruits of warrantless trash searches were to be excluded under federal *39 law.",Describing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Hence, the Superior Court was correct in dismissing the charges against respondents.",Accepting arguments/reasoning
California v. Greenwood_retagged,"182 Cal. App. 3d, at 735 ,",Citing secondary sources
California v. Greenwood_retagged,The California Supreme Court denied the State's petition for review of the Court of Appeal's decision.,Giving the holding/ruling of a lower court
California v. Greenwood_retagged,"We granted certiorari, 483 U.S. 1019, and now reverse.",Granting certiorari
California v. Greenwood_retagged,The warrantless search and seizure of the garbage bags left at the curb outside the Greenwood house would violate the Fourth Amendment only if respondents manifested a subjective expectation of privacy in their garbage that society accepts as objectively reasonable.,Describing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"O'Connor v. Ortega, 480 U.S. 709 , 715 (1987);",Citing a SCOTUS decision
California v. Greenwood_retagged,"California v. Ciraolo, 476 U.S. 207 , 211 (1986);",Citing a SCOTUS decision
California v. Greenwood_retagged,"Oliver v. United States, 466 U.S. 170 , 177 (1984);",Citing a SCOTUS decision
California v. Greenwood_retagged,"Katz v. United States, 389 U.S. 347 , 361 (1967) (Harlan, J., concurring)",Citing secondary sources
California v. Greenwood_retagged,Respondents do not disagree with this standard.,Describing the legal arguments made in the present case
California v. Greenwood_retagged,"They assert, however, that they had, and exhibited, an expectation of privacy with respect to the trash that was searched by the police:",Recalling an argument from the respondent
California v. Greenwood_retagged,"The trash, which was placed on the street for collection at a fixed time, was contained in opaque plastic bags, which the garbage collector was expected to pick up, mingle with the trash of others, and deposit at the garbage dump.",Recalling an argument from the respondent
California v. Greenwood_retagged,"The trash was only temporarily on the street, and there was little likelihood that it would be inspected by anyone.",Recalling an argument from the respondent
California v. Greenwood_retagged,It may well be that respondents did not expect that the contents of their garbage bags would become known to the police or other members of the public.,Stating the Court's reasoning
California v. Greenwood_retagged,"An expectation of privacy does not give rise to Fourth Amendment protection, *40 however, unless society is prepared to accept that expectation as objectively reasonable.",Rejecting arguments/a reasoning
California v. Greenwood_retagged,"Here, we conclude that respondents exposed their garbage to the public sufficiently to defeat their claim to Fourth Amendment protection.",Stating the Court's reasoning
California v. Greenwood_retagged,"It is common knowledge that plastic garbage bags left on or at the side of a public street are readily accessible to animals, [2] children, scavengers, [3] snoops, [4] and other members of the public.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"See Krivda, supra , at 367, 486 P.2d, at 1269 .",Citing a SCOTUS decision
California v. Greenwood_retagged,"Moreover, respondents placed their refuse at the curb for the express purpose of conveying it to a third party, the trash collector, who might himself have sorted through respondents' trash or permitted others, such as the police, to do so.",Stating the Court's reasoning
California v. Greenwood_retagged,"Accordingly, having deposited their garbage ""in an area particularly suited for *41 public inspection and, in a manner of speaking, public consumption, for the express purpose of having strangers take it,"" United States v. Reicherter, 647 F.2d 397 , 399 (CA3 1981), respondents could have had no reasonable expectation of privacy in the inculpatory items that they discarded.",Stating the Court's reasoning
California v. Greenwood_retagged,"Furthermore, as we have held, the police cannot reasonably be expected to avert their eyes from evidence of criminal activity that could have been observed by any member of the public.",Stating the Court's reasoning
California v. Greenwood_retagged,"Hence, ""[w]hat a person knowingly exposes to the public, even in his own home or office, is not a subject of Fourth Amendment protection.""",Quoting a SCOTUS decision
California v. Greenwood_retagged,"Katz v. United States, supra, at 351.",Citing a SCOTUS decision
California v. Greenwood_retagged,"We held in Smith v. Maryland, 442 U.S. 735 (1979), for example, that the police did not violate the Fourth Amendment by causing a pen register to be installed at the telephone company's offices to record the telephone numbers dialed by a criminal suspect.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"An individual has no legitimate expectation of privacy in the numbers dialed on his telephone, we reasoned, because he voluntarily conveys those numbers to the telephone company when he uses the telephone.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"Again, we observed that ""a person has no legitimate expectation of privacy in information he voluntarily turns over to third parties.""",Recalling a SCOTUS decision
California v. Greenwood_retagged,"Id., at 743-744.",Citing a SCOTUS decision
California v. Greenwood_retagged,"Similarly, we held in California v. Ciraolo, supra , that the police were not required by the Fourth Amendment to obtain a warrant before conducting surveillance of the respondent's fenced backyard from a private plane flying at an altitude of 1,000 feet.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"We concluded that the respondent's expectation that his yard was protected from such surveillance was unreasonable because ""[a]ny member of the public flying in this airspace who glanced down could have seen everything that these officers observed.""",Recalling a SCOTUS decision
California v. Greenwood_retagged,"Id., at 213-214.",Citing a SCOTUS decision
California v. Greenwood_retagged,Our conclusion that society would not accept as reasonable respondents' claim to an expectation of privacy in trash left for collection in an area accessible to the public is reinforced by the unanimous rejection of similar claims by the Federal Courts of Appeals.,Stating the Court's reasoning
California v. Greenwood_retagged,"See United States v. Dela Espriella, *42 781 F.2d 1432 , 1437 (CA9 1986);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. O'Bryant, 775 F.2d 1528 , 1533-1534 (CA11 1985);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Michaels, 726 F.2d 1307 , 1312-1313 (CA8), cert. denied, 469 U.S. 820 (1984);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Kramer, 711 F.2d 789 , 791-794 (CA7), cert. denied, 464 U.S. 962 (1983);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Terry, 702 F.2d 299 , 308-309 (CA2), cert. denied sub nom. Williams v. United States, 461 U.S. 931 (1983);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Reicherter, supra, at 399;",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Vahalik, 606 F.2d 99 , 100-101 (CA5 1979) (per curiam), cert. denied, 444 U.S. 1081 (1980);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Crowell, 586 F.2d 1020 , 1025 (CA4 1978), cert. denied, 440 U.S. 959 (1979);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Magda v. Benson, 536 F.2d 111 , 112-113 (CA6 1976) (per curiam);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"United States v. Mustone, 469 F.2d 970 , 972-974 (CA1 1972).",Citing a SCOTUS decision
California v. Greenwood_retagged,"In United States v. Thornton, 241 U. S. App. D. C. 46, 56, and n. 11, 746 F.2d 39 , 49, and n. 11 (1984), the court observed that ""the overwhelming weight of authority rejects the proposition that a reasonable expectation of privacy exists with respect to trash discarded outside the home and the curtilege [sic] thereof.""",Recalling a SCOTUS decision
California v. Greenwood_retagged,"In addition, of those state appellate courts that have considered the issue, the vast majority have held that the police may conduct warrantless searches and seizures of garbage discarded in public areas.",Recalling a primary source (other than a SCOTUS decision)
California v. Greenwood_retagged,"See Commonwealth v. Chappee, 397 Mass. 508 , 512-513, 492 N.E.2d 719 , 721-722 (1986);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Cooks v. State, 699 P.2d 653 , 656 (Okla. Crim.), cert. denied, 474 U.S. 935 (1985)",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"; State v. Stevens, 123 Wis. 2d 303 , 314-317, 367 N.W.2d 788 , 794-797, cert. denied, 474 U.S. 852 (1985);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Ronngren, 361 N.W.2d 224 , 228-230 (N. D. 1985);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Brown, 20 Ohio App. 3d 36, 37-38, 484 N.E.2d 215 , 217-218 (1984);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Oquist, 327 N.W.2d 587 (Minn. 1982);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"People v. Whotte, 113 Mich. App. 12, 317 N.W.2d 266 (1982);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Commonwealth v. Minton, 288 Pa. Super. 381 , 391, 432 A.2d 212 , 217 (1981);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Schultz, 388 So. 2d 1326 (Fla. App. 1980);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"People v. Huddleston, 38 Ill. App. 3d 277, 347 N.E.2d 76 (1976);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Willis v. State, 518 S.W.2d 247 , 249 (Tex. Crim. App. 1975);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Smith v. State, 510 P.2d 793 (Alaska), cert. denied, *43 414 U.S. 1086 (1973);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Fassler, 108 Ariz. 586 , 592-593, 503 P.2d 807 , 813-814 (1972);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Croker v. State, 477 P.2d 122 , 125-126 (Wyo. 1970);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"State v. Purvis, 249 Ore. 404, 411, 438 P.2d 1002 , 1005 (1968).",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"But see State v. Tanaka, 67 Haw. 658, 701 P.2d 1274 (1985);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"People v. Krivda, 5 Cal. 3d 357 , 486 P.2d 1262 (1971). [5]",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,We reject respondent Greenwood's alternative argument for affirmance: that his expectation of privacy in his garbage should be deemed reasonable as a matter of federal constitutional law because the warrantless search and seizure of his garbage was impermissible as a matter of California law.,Rejecting arguments/a reasoning
California v. Greenwood_retagged,"He urges that the state-law right of Californians to privacy in their garbage, announced by the California Supreme Court in Krivda, supra , survived the subsequent state constitutional amendment eliminating the suppression remedy as a means of enforcing that right.",Recalling an argument from the respondent
California v. Greenwood_retagged,"See In re Lance W., 37 Cal. 3d, at 886-887, 694 P.2d, at 752-753 .",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Hence, he argues that the Fourth Amendment should itself vindicate that right.",Recalling an argument from the respondent
California v. Greenwood_retagged,Individual States may surely construe their own constitutions as imposing more stringent constraints on police conduct than does the Federal Constitution.,Referring to unwritten sources of authority
